Loading DEU 2011 10 times........................................done.
Printing individual runs for DEU in mode HORIZONTAL_MID
Bending	Run	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
0.7037849426269531	1	0.3525604280821738	0.3490823496959277	0.3452565666430494	0.34532329062099687	0.3454104724847134	0.3472141462075738	0.3457612996553826	0.34571750463442136	0.33884077132850676	0.3434460841896086	0.3434375747548692	0.3419157954269427	0.34233384684486345	0.34242939433186514	0.3460342150809689	0.3435304100887529	0.34416277536504775	0.34457540171711953	0.3444522273939932	0.3442326233361756	0.3416808710613572	0.34683396120095966	0.3462029095988661	0.34592992987529125	0.3460067006977398	0.34616022188298473	0.3468580989588513	0.34738309333456063	0.34725311990936875	0.3480242111533265	0.349344864102625	0.3497054133918758	0.3485711994797654	0.345608341965041	0.3499519183152187
0.7037849426269531	2	0.35256042808217386	0.34948742335081817	0.3494268692701991	0.355215626599661	0.35676415745751616	0.3598540608956436	0.3603963400947915	0.36139192342983234	0.3610339069166462	0.36165771011834874	0.36341914378405826	0.3636413165201446	0.36368308289204976	0.3639448589639596	0.3635547768383486	0.36431224294571285	0.36439184605224695	0.3641387960897176	0.3641125844689594	0.3652660103444692	0.3703864719228619	0.36367982530436604	0.3639884790222839	0.34436018019781595	0.3431297079017994	0.34325510488005645	0.340955950735011	0.3475905430485816	0.35046204444392515	0.3502392052788286	0.3506090384706941	0.3506126840982223	0.35065751616160284	0.35132450710705476	0.34995191831521866
0.7037849426269531	3	0.3525604280821741	0.3481949455224049	0.3486678247950049	0.3450606755216912	0.3446511503248339	0.3454559060116413	0.3478187160206431	0.349295395781827	0.3460503184923078	0.34553348366307407	0.3463847817998953	0.3452860425997199	0.3449394204226189	0.3452706205979885	0.34521454974599985	0.3444490774701408	0.34526388023700194	0.34519519932465237	0.34550212887491855	0.34280482818432145	0.34809496338171053	0.34869836876215793	0.3489424330031467	0.35109142651495195	0.35076860119333864	0.3473995594340574	0.35006166129949656	0.34854564720013254	0.34787918194207684	0.34787992140831686	0.3475696467463919	0.3501097877068766	0.35045655479352805	0.3502949598554092	0.34995191831521866
0.7037849426269531	4	0.3525604280821743	0.34862303399322236	0.3482288225411996	0.3464112947124363	0.34794380726516255	0.3465269592702263	0.34695066969353816	0.3527802107426173	0.354087514656406	0.35633186937179245	0.3529344343782164	0.3527833001976365	0.35397987961183836	0.3524472697545891	0.3566457395314655	0.35673199508427345	0.35672485790307434	0.3506952109101708	0.35148799077821713	0.35007028395462014	0.3495778613013134	0.34485474368696645	0.3448096626375151	0.3446954821738349	0.34764235366110935	0.3477312448137656	0.34790216869965473	0.3478824090204509	0.35018449606374435	0.35049502447330505	0.35054914479262794	0.35102397058042323	0.3510665186749047	0.3510582862112634	0.34995191831521866
0.7037849426269531	5	0.35256042808217425	0.35449537882989224	0.34899529969270865	0.349259566087051	0.35219516708215953	0.35254478855672355	0.3524311326260443	0.3541904933329051	0.3513668234512438	0.35418405744526366	0.3540429689773414	0.35698397486201733	0.35740482086896436	0.3574429105689078	0.35737884538856085	0.36519875660515666	0.36722342328300284	0.36859315689316946	0.3691460454683167	0.37010239751339996	0.3700306104421882	0.3699907826963437	0.36943689424035603	0.36954375210292295	0.370032072693437	0.3686406415682313	0.36860958362116114	0.3687195139161567	0.35014908020162255	0.3496513092739005	0.3502949798408104	0.3506223028250675	0.35053240107414696	0.35053522156268035	0.3499519183152186
0.7037849426269531	6	0.35256042808217414	0.3525313851436867	0.35145322416389035	0.35047071141742947	0.3493750729624674	0.35304979572753536	0.353631621271073	0.3562389116204291	0.358256676632778	0.3584828756529984	0.3584368381789398	0.3605265918420975	0.36042664035142047	0.36044595975471444	0.36033113102611225	0.36084155071648805	0.3509288953395446	0.3514903422140868	0.34949725322539277	0.34999656536308404	0.3495402253658558	0.34955876545218306	0.34935083664821837	0.3493076560990636	0.34959590424167514	0.35047880118096186	0.3535547090862225	0.3541815412572322	0.3546801331193927	0.35394550142915354	0.3539633434916096	0.3551947572477565	0.35246960823721113	0.35180079051666996	0.3499519183152187
0.7037849426269531	7	0.3525604280821738	0.3529628728574328	0.3535934028241715	0.3528540737482391	0.3563443044060243	0.3528512613948752	0.35227359774129297	0.35197183337700977	0.3519332378961795	0.3530542966693127	0.3571346183008277	0.3587362967078813	0.3588914134534455	0.35914238186951625	0.3590089753917427	0.35892973995148375	0.35968281831400234	0.36102581556724883	0.3544590593453363	0.35443442526813074	0.356669035435121	0.3563434942732094	0.35666138331502373	0.3567935448187615	0.35408474825517644	0.35448660985825986	0.35225410841986976	0.3562348174569502	0.35650092989049004	0.35636694184850704	0.35635071015897696	0.3551108344977047	0.3535248013565306	0.3540621849583433	0.3499519183152187
0.7037849426269531	8	0.35256042808217386	0.3534218748595127	0.3524821744917322	0.3348914247197696	0.3362397884993762	0.3369887575399562	0.33786385744732184	0.33801186325064564	0.33733355797516223	0.33852741126459407	0.33861478518011456	0.3387635775714298	0.3380818076656661	0.340537992332488	0.3407370979516507	0.3410115072153761	0.3458702398525587	0.34396385781160926	0.34392340143784733	0.3440394018069943	0.344074306727336	0.34385797530084045	0.34126883951771264	0.3436869742328443	0.3437760741602772	0.34654680941341004	0.3490642560549871	0.3492532977342007	0.34890843990394116	0.3489122941674043	0.34793008147080895	0.3479732266889389	0.34799637960497576	0.34809972383697557	0.3499519183152186
0.7037849426269531	9	0.35256042808217414	0.35956674868275224	0.35362762771561845	0.354254195406574	0.353836475301589	0.35339751158687666	0.3534563964326964	0.35345280937389234	0.35376376036611934	0.3500763829437878	0.35080406728858504	0.3539349040540646	0.35533035023109827	0.34890366884295515	0.34848766164481504	0.34876868557496776	0.348865334665641	0.3490368834941891	0.3521256731224662	0.3504048358170185	0.3495887948093557	0.35477364113289267	0.3549072423867605	0.35458419780607864	0.35444674626741224	0.3548285015093725	0.35358312924764634	0.35336252146742536	0.349874664916391	0.3502776890260916	0.3510108586781562	0.35101439524601125	0.35124785933713076	0.3489645262718742	0.34995191831521866
0.7037849426269531	10	0.3525604280821741	0.3525955075563263	0.3385553502535757	0.33861119265943224	0.33690235101869537	0.33706029138787136	0.3370675348647318	0.3411459584809706	0.3314078526897887	0.3349802869139391	0.33414444495268025	0.33414519786520275	0.33947223435449514	0.3381326939970336	0.33813947339517664	0.3382723418332242	0.3382831296515252	0.3394645645265422	0.3396543945338331	0.33800108369290477	0.3384344906892642	0.33902997166079346	0.3390927135990031	0.3393368650560531	0.33928442526124325	0.33781581293708873	0.3378980469595644	0.3383446769142008	0.33850781758864223	0.33700172234282155	0.3366410375830923	0.33669960369331636	0.33670346797161144	0.33711608828574885	0.34995191831521866
