Loaded level 1
Loaded level 2
Loaded level 3
Loaded level 4
Loaded level 5
Loaded level 6
Loaded level 7
Loaded level 8
Loaded level 9
Loaded level 10
Loaded level 11
Loaded level 12
Loaded level 13
Loaded level 14
Loaded level 15
Loaded level 16
Loaded level 17
Loaded level 18
Loaded level 19
Loaded level 20
Loaded level 21
Loaded level 22
Loaded level 23
Loaded level 24
Loaded level 25
Loaded level 26
Loaded level 27
Loaded level 28
Loaded level 29
Loaded level 30
Loaded level 31
Loaded level 32
Loaded level 33
Loaded level 34
Loaded level 35
HORIZONTAL_IN	0.7717018127441406	4.1086989556226995E-6	-1.5193377748457363E-5	0.34503373926442304	0.3459617467940018	0.3475549442947571	0.3485547810636947	0.3498866849368743	0.3487773129565103	0.34938937883654747	0.35008868199995197	0.34996441943593487	0.3505427448821053	0.35089633236079265	0.3511644193370782	0.35241388234010285	0.3521556829497759	0.3526208750538348	0.3532770823262358	0.3525727148474273	0.35238198836540296	0.3526543633874672	0.35236348112244315	0.35191949068693873	0.35046829758594533	0.35128530680140535	0.35031771716154975	0.3494090628069678	0.3496109389725964	0.3489067187199798	0.3496283903836841	0.35007107541258514	0.34944142199927775	0.34804091514549634	0.3478063494966732	0.347660960961044	0.34747155199904833	0.3477426372754483
HORIZONTAL_IN	0.0	7.905088595208049E-4	0.28650685501636813	0.18412700647274235	0.18807161618477505	0.1916724198639979	0.1969908314952954	0.20172479943334842	0.2044616929134821	0.20667161996876143	0.20997264038144653	0.21236600599475644	0.21516200508827824	0.21801324731539778	0.22009290815972643	0.2250636073715106	0.22692898208057888	0.23367142497215557	0.2369253013452454	0.23884325627865732	0.24133191742398935	0.2436033476553902	0.24595746241661626	0.24747251413323176	0.2490755279545626	0.25306388178679196	0.2545570691562241	0.25705970787376947	0.2601553885603743	0.26128954956018496	0.26343078926261876	0.2652358778338458	0.26756527946406905	0.2708318829536982	0.27221490515518787	0.27515557502589866	0.276770210022104	0.27877779320596296
HORIZONTAL_IN	0.05	7.485374796341569E-4	0.27872254375593153	0.18924445610607415	0.1930948155558698	0.19665134198791778	0.20184502414779115	0.20647062837069058	0.20914904718230845	0.21131139992047113	0.21452575505471794	0.2168493100580863	0.21957801767142046	0.222373041089527	0.2244012354175268	0.22927477243554115	0.23108884920008604	0.2376476810417792	0.2408279756794094	0.24268941494204857	0.24512393844757	0.24733904480558516	0.2496479701786151	0.2511085271121266	0.2526522554937129	0.2565424810779131	0.2579877784569112	0.2603687918831762	0.2633546878962374	0.2644464531800965	0.2665446277513788	0.2683162199727649	0.27055634703732173	0.2736775391083115	0.27499839901417505	0.2778315198961513	0.2793757198884823	0.2813068929936086
HORIZONTAL_IN	0.1	7.050802387819392E-4	0.2704283812349859	0.19473998975830747	0.19848861738711543	0.20199594907474183	0.20705654982069893	0.2115653801867563	0.21418065424965493	0.21629172026084728	0.21941367864564013	0.2216630647140175	0.22431979045659983	0.22705428249093984	0.2290278355515904	0.2337976876953894	0.2355571798766872	0.24192157949076817	0.24502310816443088	0.24682409072216008	0.24919997982864994	0.2513548854584561	0.25361540891596973	0.2550178176323166	0.25649881331413826	0.2602849220487029	0.2616795192572914	0.2639311987081111	0.26680083311788527	0.26784707791305173	0.26989928743354563	0.27163522339196183	0.2737811269064255	0.27674828582214606	0.2780037882805081	0.28072301700334656	0.2821924192587052	0.2840434553582292
HORIZONTAL_IN	0.15000000000000002	6.592412251078623E-4	0.26138759768159636	0.20065395203279346	0.2042917052313578	0.20774521851810612	0.21266372407623316	0.21704250689175836	0.21958984503077322	0.22164571919910975	0.22466933627646787	0.22683979024395473	0.2294196530430907	0.23208889267282382	0.23400429351816104	0.23866326532220242	0.24036449317406258	0.24652255605440887	0.24953569614268903	0.2512719840156771	0.2535801153559182	0.255670904443943	0.25787980254501497	0.25921569973923414	0.26063014271287227	0.2643057299096933	0.2656470403227688	0.26774781536005	0.2704874677192591	0.2714780811259296	0.2734820669058993	0.2751796549086226	0.27722305775190575	0.2800202516366628	0.28120323342745523	0.2837993282835962	0.28518726840824804	0.28694672492354845
HORIZONTAL_IN	0.2	6.115878664043349E-4	0.251642370490843	0.20703249594823445	0.21055335652651958	0.21394682240376728	0.2187139862782908	0.2229504432740676	0.22542440122299615	0.2274206291075101	0.23033942786672384	0.23242579063013694	0.23492326038476435	0.237521910037015	0.23937530639084162	0.24391556649532511	0.24555470076575645	0.2514935882934447	0.25440991597210727	0.2560768165119681	0.2583095365002356	0.26033174409877075	0.2624851482223473	0.26374806641465287	0.26509170213278443	0.26864970588856807	0.26993471943259834	0.2718689053181781	0.2744674961322481	0.27539531457411376	0.2773478594079115	0.2790042518437331	0.28093781193784756	0.283551853966133	0.2846566531264866	0.28712075528383174	0.2884211294566104	0.2900803719521478
HORIZONTAL_IN	0.25	5.613834324221658E-4	0.2409602866939525	0.21393438563197636	0.21733019846914017	0.22065393612284906	0.22523618603243953	0.22934144944752685	0.23173602308582403	0.2336649999906136	0.2364715458023546	0.23846840941642	0.2408775288546796	0.24339740714460972	0.24518462631867663	0.24957561915292703	0.2511429395728512	0.2568488569418793	0.25965524132076867	0.2612476607132903	0.2633976567417514	0.2653249422371278	0.26741348966365114	0.26859487629528334	0.2698617778582998	0.2732919295072901	0.27451238579959497	0.27626611192185896	0.27873483347161254	0.2795911460064463	0.2814887230151654	0.2830959125780429	0.28491271817767205	0.2873491912716112	0.2883682371959763	0.2906913311916894	0.29189826669897323	0.29344726330459137
HORIZONTAL_IN	0.30000000000000004	5.072786687798417E-4	0.2288859928844305	0.22142676927400723	0.22468780736078942	0.22792550859977107	0.23230554871285686	0.23627112430474403	0.23857961414270798	0.24042646274812754	0.24311333024025172	0.245014730664766	0.24732912597815107	0.24975530430384918	0.25147176073703165	0.2556990967706173	0.2571717494276996	0.2626301284757284	0.2652996205498068	0.26681212008784	0.26887094809502765	0.2706870743940613	0.27268919392825663	0.27377380628833514	0.27495201760202764	0.27823689483720443	0.2793713953557411	0.2809294675326883	0.28326224810488815	0.2840314623555812	0.28587076258322874	0.2874082410134263	0.289101200754026	0.29134932351844056	0.29227017827218205	0.29444273240872604	0.2955502122969183	0.29697293895572596
HORIZONTAL_IN	0.35000000000000003	4.501873357743565E-4	0.21541429320958735	0.22958878943042943	0.23270518915724026	0.23584659666647192	0.2400085112797908	0.24382205161655554	0.24602856673155368	0.24778578988499117	0.25033519577137653	0.2520877976250685	0.25430060043200525	0.256615954944179	0.25825642401283666	0.2623067620973776	0.2636768599285423	0.2688723126448648	0.27139189479580195	0.2728188261668256	0.27476713846026085	0.2764641125715118	0.27837235224208545	0.27937117336628314	0.280455382591316	0.28358450815870884	0.2845730782629827	0.2859432987099565	0.2881243821802923	0.28879014936503217	0.29055959981383694	0.292021937369268	0.2935744634066768	0.29559984717704163	0.29642699684526697	0.29843112593639276	0.2994176868880616	0.300697445159921
HORIZONTAL_IN	0.4	3.897643023941667E-4	0.2001607965997173	0.23851678169440205	0.2414755491811494	0.2445090603128702	0.24843450555404395	0.252082276923039	0.2540871281650646	0.255752317467005	0.2581434192466287	0.2597944254759958	0.26189775801523163	0.26406950055528217	0.26562792297901094	0.26948648574237344	0.27074536673437005	0.2756413614678839	0.2779963280425345	0.2793315187837443	0.2811451358631379	0.28273246143834685	0.2844983612180943	0.28539774888688985	0.28638227219465884	0.28934423149271876	0.29013960515433396	0.29132321884378076	0.293332617469183	0.29385964604196935	0.29554416203625583	0.29692573878745787	0.2983182717830858	0.30009313803941956	0.30080123552316196	0.3026151617050676	0.3034628816870096	0.30461628403811586
